hour_of_day,day_of_week,party_size,tables_occupied,tables_total,queue_length,avg_party_size_ahead,occupancy_rate,is_peak_hour,is_weekend,wait_minutes
13,2,1,2,28,7,2.09,0.071,1,0,6.2
17,2,5,7,28,11,3.34,0.25,0,0,6.9
22,6,4,17,28,7,2.09,0.607,1,1,41.0
13,3,5,16,28,5,4.62,0.571,1,0,25.7
22,2,4,19,28,12,1.5,0.679,1,0,67.1
20,2,8,3,28,10,4.95,0.107,1,0,3.8
15,6,8,23,28,14,3.53,0.821,1,1,120.0
15,0,2,6,28,1,3.15,0.214,1,0,6.8
15,5,2,3,28,3,3.41,0.107,1,1,7.5
11,3,2,11,28,0,3.52,0.393,0,0,3.3
13,6,3,14,28,5,4.74,0.5,1,1,20.4
16,0,2,22,28,7,4.25,0.786,0,0,33.2
22,2,4,11,28,5,4.8,0.393,1,0,7.5
20,6,2,8,28,7,4.33,0.286,1,1,7.0
13,1,1,22,28,6,3.15,0.786,1,0,37.3
17,3,1,6,28,9,4.15,0.214,0,0,5.3
14,5,3,9,28,8,3.35,0.321,1,1,3.9
17,0,2,9,28,4,4.71,0.321,0,0,6.4
20,0,1,21,28,1,1.5,0.75,1,0,7.1
21,6,6,13,28,1,3.33,0.464,1,1,5.6
13,5,2,15,28,5,4.84,0.536,1,1,20.6
20,5,2,24,28,1,2.56,0.857,1,1,9.4
21,5,5,6,28,9,2.28,0.214,1,1,5.6
12,2,3,8,28,6,1.65,0.286,0,0,4.2
21,3,5,20,28,10,3.03,0.714,1,0,71.5
13,3,3,12,28,2,3.97,0.429,1,0,3.7
11,6,1,5,28,5,4.87,0.179,0,1,3.3
21,0,4,12,28,11,2.2,0.429,1,0,5.1
16,0,3,11,28,3,2.4,0.393,0,0,4.1
22,0,4,10,28,3,2.39,0.357,1,0,6.7
17,2,2,18,28,7,3.59,0.643,0,0,20.8
16,3,2,11,28,8,2.3,0.393,0,0,4.2
20,2,8,19,28,3,4.26,0.679,1,0,21.5
11,1,5,21,28,14,4.0,0.75,0,0,87.0
21,0,5,19,28,11,2.11,0.679,1,0,67.1
11,6,6,14,28,12,3.25,0.5,0,1,50.0
17,1,4,10,28,8,3.31,0.357,0,0,2.2
13,1,5,18,28,13,4.12,0.643,1,0,77.1
18,1,4,1,28,9,4.01,0.036,0,0,4.1
21,0,4,16,28,14,3.29,0.571,1,0,58.8
12,1,4,7,28,13,4.4,0.25,0,0,5.3
14,6,6,16,28,12,2.35,0.571,1,1,78.0
21,2,4,14,28,13,3.22,0.5,1,0,43.9
20,3,2,7,28,10,3.82,0.25,1,0,6.1
12,6,4,0,28,12,4.48,0.0,0,1,2.3
19,2,4,21,28,2,1.77,0.75,1,0,17.8
16,5,8,1,28,7,2.18,0.036,0,1,6.4
21,3,4,2,28,8,4.74,0.071,1,0,3.6
16,2,2,15,28,10,2.6,0.536,0,0,25.8
22,6,2,21,28,5,3.17,0.75,1,1,29.2
22,1,3,8,28,11,3.94,0.286,1,0,7.4
21,5,5,4,28,3,3.25,0.143,1,1,5.3
12,1,3,10,28,12,4.26,0.357,0,0,7.5
17,0,3,15,28,9,1.89,0.536,0,0,20.5
16,5,4,10,28,9,3.21,0.357,0,1,2.9
18,4,8,12,28,2,3.27,0.429,0,0,2.4
18,5,3,21,28,6,4.14,0.75,0,1,34.5
12,3,4,9,28,0,3.52,0.321,0,0,4.2
21,3,4,8,28,9,4.9,0.286,1,0,7.9
21,5,2,23,28,3,4.87,0.821,1,1,23.2
11,6,2,17,28,11,2.52,0.607,0,1,29.9
16,6,2,21,28,2,4.5,0.75,0,1,15.6
18,1,2,6,28,9,2.51,0.214,0,0,2.5
12,0,3,16,28,10,1.73,0.571,0,0,27.1
14,3,3,8,28,12,4.41,0.286,1,0,4.1
13,2,4,5,28,10,3.31,0.179,1,0,7.0
15,3,4,16,28,2,2.66,0.571,1,0,8.5
11,5,2,11,28,11,3.9,0.393,0,1,7.7
22,4,2,15,28,9,1.87,0.536,1,0,25.0
14,1,4,3,28,13,4.21,0.107,1,0,7.2
19,0,4,4,28,14,1.63,0.143,1,0,7.1
20,4,5,4,28,9,4.11,0.143,1,0,5.8
17,4,5,7,28,7,2.65,0.25,0,0,4.3
13,0,1,23,28,0,4.41,0.821,1,0,5.0
13,0,4,9,28,5,3.06,0.321,1,0,3.9
12,1,3,16,28,7,4.35,0.571,0,0,18.1
21,6,2,18,28,6,3.85,0.643,1,1,28.4
14,3,2,14,28,0,2.39,0.5,1,0,5.0
22,6,5,19,28,12,3.57,0.679,1,1,82.5
12,6,4,6,28,11,2.69,0.214,0,1,6.8
20,6,5,19,28,3,3.82,0.679,1,1,26.2
12,0,4,20,28,11,2.1,0.714,0,0,53.0
12,1,4,21,28,12,2.77,0.75,0,0,56.3
15,6,4,3,28,7,4.66,0.107,1,1,2.2
20,2,2,6,28,4,4.85,0.214,1,0,6.9
21,1,6,1,28,0,2.99,0.036,1,0,7.5
21,1,2,19,28,7,4.28,0.679,1,0,26.0
14,5,1,1,28,7,3.09,0.036,1,1,3.5
21,1,5,4,28,6,4.9,0.143,1,0,4.7
17,3,2,0,28,2,3.66,0.0,0,0,6.9
19,4,2,14,28,9,1.79,0.5,1,0,28.2
15,1,8,14,28,14,3.15,0.5,1,0,71.5
17,2,3,3,28,14,3.54,0.107,0,0,4.7
20,6,2,23,28,11,2.33,0.821,1,1,102.0
13,2,2,5,28,1,4.78,0.179,1,0,3.0
21,0,2,22,28,13,1.85,0.786,1,0,88.3
22,1,2,15,28,13,4.34,0.536,1,0,41.0
12,1,2,12,28,1,3.67,0.429,0,0,3.5
11,2,2,6,28,4,1.81,0.214,0,0,7.1
18,1,4,19,28,1,1.98,0.679,0,0,5.7
11,5,1,11,28,3,3.82,0.393,0,1,5.1
12,0,2,10,28,8,2.99,0.357,0,0,2.6
17,3,3,9,28,14,2.62,0.321,0,0,2.6
18,6,4,21,28,5,2.54,0.75,0,1,33.8
12,3,2,0,28,7,3.61,0.0,0,0,6.8
15,4,2,7,28,9,4.42,0.25,1,0,3.8
22,2,4,16,28,5,2.34,0.571,1,0,26.3
20,0,3,6,28,5,2.25,0.214,1,0,6.3
14,2,2,0,28,5,2.38,0.0,1,0,3.7
12,0,2,13,28,11,1.61,0.464,0,0,5.1
12,4,3,24,28,9,4.02,0.857,0,0,73.0
18,3,4,24,28,11,1.62,0.857,0,0,99.8
21,0,8,13,28,5,4.48,0.464,1,0,4.1
14,6,4,24,28,2,3.5,0.857,1,1,34.2
14,3,2,2,28,3,2.57,0.071,1,0,4.6
19,1,2,12,28,13,3.87,0.429,1,0,6.0
14,5,3,4,28,12,1.66,0.143,1,1,7.7
13,3,2,17,28,1,4.3,0.607,1,0,10.1
13,1,4,16,28,8,4.47,0.571,1,0,32.5
22,2,2,6,28,11,3.1,0.214,1,0,2.2
14,1,5,19,28,9,3.71,0.679,1,0,58.7
19,2,3,9,28,13,2.52,0.321,1,0,5.3
13,2,2,5,28,3,4.3,0.179,1,0,4.9
12,2,2,10,28,10,2.94,0.357,0,0,6.8
15,5,4,24,28,14,4.79,0.857,1,1,120.0
14,5,2,20,28,4,4.41,0.714,1,1,25.7
22,2,4,16,28,4,2.8,0.571,1,0,16.5
16,5,3,19,28,14,2.83,0.679,0,1,57.1
16,2,4,14,28,13,2.53,0.5,0,0,37.6
20,4,4,18,28,1,4.7,0.643,1,0,5.0
21,1,2,22,28,6,2.16,0.786,1,0,41.5
12,2,4,18,28,1,2.81,0.643,0,0,5.0
16,3,2,14,28,5,4.77,0.5,0,0,9.7
21,0,10,16,28,2,2.19,0.571,1,0,15.8
21,3,3,15,28,5,2.49,0.536,1,0,14.6
14,1,6,17,28,1,2.23,0.607,1,0,6.1
22,2,8,0,28,13,3.66,0.0,1,0,7.3
20,0,4,14,28,0,3.68,0.5,1,0,5.0
17,6,4,2,28,1,1.96,0.071,0,1,7.2
20,2,3,11,28,0,2.18,0.393,1,0,7.0
18,5,4,9,28,6,4.82,0.321,0,1,5.6
12,4,3,7,28,12,4.05,0.25,0,0,6.6
13,2,2,21,28,6,4.04,0.75,1,0,37.2
19,5,2,9,28,2,3.62,0.321,1,1,2.1
15,3,5,1,28,6,2.13,0.036,1,0,5.6
17,5,4,10,28,4,1.58,0.357,0,1,7.8
21,1,3,14,28,3,3.25,0.5,1,0,17.5
20,2,4,14,28,2,2.52,0.5,1,0,5.0
18,2,5,0,28,9,2.8,0.0,0,0,2.5
21,3,4,12,28,8,2.28,0.429,1,0,4.3
18,0,3,22,28,3,2.63,0.786,0,0,17.6
16,5,4,6,28,7,4.95,0.214,0,1,3.8
20,1,2,15,28,3,3.46,0.536,1,0,11.9
20,0,2,16,28,1,3.17,0.571,1,0,5.0
22,6,4,9,28,12,1.71,0.321,1,1,3.0
20,2,6,5,28,4,3.58,0.179,1,0,6.7
17,1,3,22,28,8,3.55,0.786,0,0,44.0
20,4,1,10,28,4,1.6,0.357,1,0,5.0
18,6,3,23,28,0,4.25,0.821,0,1,5.0
12,1,2,22,28,4,4.67,0.786,0,0,21.4
15,6,2,11,28,4,3.81,0.393,1,1,4.6
19,2,4,14,28,9,4.23,0.5,1,0,35.7
14,1,4,15,28,2,2.44,0.536,1,0,5.0
21,0,1,9,28,4,3.2,0.321,1,0,3.9
11,2,2,1,28,12,4.98,0.036,0,0,5.9
20,0,2,0,28,10,1.52,0.0,1,0,6.1
12,1,2,21,28,12,4.88,0.75,0,0,45.8
22,3,2,23,28,5,3.58,0.821,1,0,40.5
13,3,4,6,28,0,2.32,0.214,1,0,6.5
12,4,3,18,28,4,3.2,0.643,0,0,11.0
11,1,3,7,28,7,2.27,0.25,0,0,5.6
17,1,2,18,28,7,3.24,0.643,0,0,18.9
22,4,3,2,28,10,3.44,0.071,1,0,2.8
13,4,3,13,28,11,4.73,0.464,1,0,3.1
12,3,8,0,28,13,1.58,0.0,0,0,2.9
19,4,10,1,28,2,4.73,0.036,1,0,8.0
20,5,10,19,28,5,2.92,0.679,1,1,58.9
13,5,8,23,28,7,3.86,0.821,1,1,120.0
17,1,4,15,28,3,3.08,0.536,0,0,12.2
17,0,2,22,28,12,3.35,0.786,0,0,60.0
18,1,6,24,28,4,1.73,0.857,0,0,42.9
20,3,3,15,28,8,1.74,0.536,1,0,34.5
21,4,1,18,28,13,2.78,0.643,1,0,41.4
18,1,2,15,28,12,3.33,0.536,0,0,24.9
12,4,4,20,28,5,3.57,0.714,0,0,21.4
11,6,4,1,28,1,4.54,0.036,0,1,3.8
14,5,5,24,28,7,2.85,0.857,1,1,120.0
11,1,4,2,28,13,4.37,0.071,0,0,7.3
20,1,5,24,28,6,3.58,0.857,1,0,82.6
20,6,4,7,28,8,1.86,0.25,1,1,7.4
15,4,2,20,28,1,2.92,0.714,1,0,5.0
19,1,3,13,28,9,1.67,0.464,1,0,4.0
17,6,4,14,28,0,4.06,0.5,0,1,5.0
21,4,6,24,28,3,3.99,0.857,1,0,48.2
14,0,3,14,28,0,4.83,0.5,1,0,5.0
19,4,3,12,28,5,4.98,0.429,1,0,4.7
20,3,4,16,28,0,2.67,0.571,1,0,5.0
16,1,4,9,28,4,2.38,0.321,0,0,4.1
12,5,8,16,28,8,4.51,0.571,0,1,38.3
18,2,4,15,28,7,3.82,0.536,0,0,19.9
12,3,6,3,28,8,3.53,0.107,0,0,2.7
13,1,4,13,28,9,1.7,0.464,1,0,2.4
18,1,3,8,28,4,4.06,0.286,0,0,5.7
16,3,2,6,28,10,4.82,0.214,0,0,7.2
11,0,5,8,28,4,4.24,0.286,0,0,6.2
20,3,2,21,28,3,4.22,0.75,1,0,17.5
17,2,4,16,28,12,3.27,0.571,0,0,35.8
19,0,3,11,28,10,3.06,0.393,1,0,2.3
18,2,4,12,28,9,4.0,0.429,0,0,4.2
16,5,4,9,28,3,1.88,0.321,0,1,2.2
20,5,6,5,28,6,2.42,0.179,1,1,6.2
22,5,4,4,28,14,3.11,0.143,1,1,5.6
19,4,3,15,28,1,3.08,0.536,1,0,5.0
12,1,1,13,28,1,2.22,0.464,0,0,5.5
15,1,2,0,28,2,4.57,0.0,1,0,2.1
17,2,2,15,28,8,3.49,0.536,0,0,16.0
20,0,2,5,28,3,1.78,0.179,1,0,7.5
13,2,3,22,28,8,4.97,0.786,1,0,61.1
19,4,3,24,28,10,3.3,0.857,1,0,111.0
11,6,4,19,28,11,3.56,0.679,0,1,52.9
21,2,2,10,28,12,4.86,0.357,1,0,4.8
15,1,2,17,28,14,4.89,0.607,1,0,50.4
18,3,2,15,28,8,1.56,0.536,0,0,16.7
16,3,4,6,28,5,4.29,0.214,0,0,5.9
18,3,3,3,28,9,2.89,0.107,0,0,7.7
21,2,4,20,28,0,2.18,0.714,1,0,5.0
20,5,3,3,28,2,4.21,0.107,1,1,7.3
18,1,2,15,28,8,4.27,0.536,0,0,15.8
12,6,2,6,28,4,2.08,0.214,0,1,2.9
21,4,2,20,28,14,1.76,0.714,1,0,66.9
17,3,4,7,28,5,2.67,0.25,0,0,3.8
16,0,1,5,28,13,4.46,0.179,0,0,4.1
22,5,10,16,28,7,2.45,0.571,1,1,63.1
22,3,10,4,28,4,2.57,0.143,1,0,3.8
15,0,3,21,28,12,1.92,0.75,1,0,78.1
13,3,5,15,28,11,4.23,0.536,1,0,44.3
18,5,8,6,28,14,4.7,0.214,0,1,3.6
15,0,3,9,28,14,2.31,0.321,1,0,5.3
18,6,2,2,28,1,2.69,0.071,0,1,5.2
21,0,3,2,28,9,3.47,0.071,1,0,6.9
22,6,2,0,28,12,3.21,0.0,1,1,7.1
16,4,8,7,28,5,2.11,0.25,0,0,3.0
15,2,2,15,28,9,4.9,0.536,1,0,22.8
20,4,2,21,28,11,4.68,0.75,1,0,61.0
11,5,2,4,28,14,1.93,0.143,0,1,4.8
22,5,5,8,28,0,3.3,0.286,1,1,6.0
14,1,2,16,28,0,2.11,0.571,1,0,5.0
17,2,3,12,28,9,4.72,0.429,0,0,4.6
17,0,3,14,28,12,3.41,0.5,0,0,23.0
12,5,8,1,28,2,4.97,0.036,0,1,3.5
22,3,4,16,28,7,3.7,0.571,1,0,28.9
17,1,6,23,28,7,3.43,0.821,0,0,57.0
19,5,2,17,28,14,3.73,0.607,1,1,61.6
12,4,2,2,28,9,2.92,0.071,0,0,2.3
19,1,8,5,28,11,4.06,0.179,1,0,5.5
20,4,2,4,28,2,2.97,0.143,1,0,3.7
18,5,3,16,28,10,2.07,0.571,0,1,29.2
22,5,6,10,28,9,2.63,0.357,1,1,2.5
18,2,2,14,28,6,4.8,0.5,0,0,14.3
12,1,3,9,28,2,1.7,0.321,0,0,4.3
18,2,2,20,28,10,2.89,0.714,0,0,35.4
19,5,8,0,28,9,1.92,0.0,1,1,7.6
14,6,1,19,28,11,3.93,0.679,1,1,51.1
21,6,6,16,28,8,3.81,0.571,1,1,41.2
13,0,4,22,28,1,1.67,0.786,1,0,11.6
20,1,3,1,28,2,1.6,0.036,1,0,2.3
19,6,4,4,28,2,3.76,0.143,1,1,4.2
15,2,4,6,28,2,2.57,0.214,1,0,4.4
11,4,3,1,28,1,4.16,0.036,0,0,5.2
12,3,3,24,28,8,4.14,0.857,0,0,63.1
17,3,6,1,28,2,4.86,0.036,0,0,3.5
17,3,3,16,28,3,3.14,0.571,0,0,7.5
22,6,2,9,28,10,1.63,0.321,1,1,2.9
11,6,3,15,28,6,2.05,0.536,0,1,16.8
19,0,4,7,28,1,1.66,0.25,1,0,2.5
13,6,2,19,28,14,2.03,0.679,1,1,71.3
21,6,4,2,28,10,3.97,0.071,1,1,6.4
15,6,6,7,28,12,3.92,0.25,1,1,6.9
18,4,1,18,28,8,4.76,0.643,0,0,18.4
11,1,2,21,28,8,3.52,0.75,0,0,33.6
13,4,4,19,28,13,4.57,0.679,1,0,69.7
20,6,6,21,28,10,1.72,0.75,1,1,100.4
13,1,8,10,28,6,4.6,0.357,1,0,4.7
20,5,5,13,28,11,3.83,0.464,1,1,3.6
12,0,4,19,28,5,3.19,0.679,0,0,19.5
17,3,3,13,28,9,2.21,0.464,0,0,6.8
22,2,2,7,28,10,4.47,0.25,1,0,2.8
22,3,6,20,28,9,3.18,0.714,1,0,70.1
17,1,2,3,28,0,2.18,0.107,0,0,3.3
18,3,4,13,28,4,3.84,0.464,0,0,5.9
11,0,5,14,28,3,4.54,0.5,0,0,5.0
19,2,2,3,28,0,4.72,0.107,1,0,7.7
11,0,2,8,28,5,2.02,0.286,0,0,4.5
18,2,2,12,28,4,1.89,0.429,0,0,7.8
18,3,3,8,28,0,1.62,0.286,0,0,7.7
19,2,1,7,28,2,3.99,0.25,1,0,5.2
22,1,4,17,28,11,2.6,0.607,1,0,46.9
21,6,2,15,28,13,2.37,0.536,1,1,46.2
22,2,3,5,28,10,4.03,0.179,1,0,6.9
18,5,4,11,28,1,4.93,0.393,0,1,4.4
14,0,2,19,28,4,4.03,0.679,1,0,9.0
11,6,3,6,28,8,4.56,0.214,0,1,7.3
18,5,6,1,28,13,2.58,0.036,0,1,6.4
15,4,2,8,28,7,3.99,0.286,1,0,3.9
13,5,4,12,28,4,3.01,0.429,1,1,3.0
15,0,4,16,28,2,2.61,0.571,1,0,7.8
22,5,4,12,28,13,1.64,0.429,1,1,6.1
14,0,8,12,28,3,2.82,0.429,1,0,5.5
14,0,6,3,28,5,1.79,0.107,1,0,7.3
16,1,2,15,28,6,3.81,0.536,0,0,15.3
16,2,1,0,28,14,2.5,0.0,0,0,2.7
11,4,4,6,28,4,2.79,0.214,0,0,6.0
11,0,2,7,28,10,3.46,0.25,0,0,6.6
13,3,8,3,28,11,3.68,0.107,1,0,7.9
15,2,1,2,28,12,3.5,0.071,1,0,6.3
14,0,4,24,28,14,2.14,0.857,1,0,120.0
20,1,4,8,28,2,2.64,0.286,1,0,5.7
16,6,2,5,28,10,2.79,0.179,0,1,6.0
19,3,5,23,28,10,3.2,0.821,1,0,114.6
17,3,2,15,28,5,4.94,0.536,0,0,13.0
22,6,4,2,28,12,2.55,0.071,1,1,3.0
12,3,10,8,28,14,1.57,0.286,0,0,2.6
11,1,4,18,28,7,3.46,0.643,0,0,24.4
19,3,2,16,28,10,3.12,0.571,1,0,31.6
17,6,2,11,28,8,4.02,0.393,0,1,5.4
11,0,2,4,28,5,2.32,0.143,0,0,5.4
18,3,6,9,28,7,2.04,0.321,0,0,3.0
16,4,4,2,28,10,1.71,0.071,0,0,5.3
13,2,2,1,28,6,4.83,0.036,1,0,2.8
16,4,2,1,28,5,1.81,0.036,0,0,4.4
13,6,4,10,28,3,1.64,0.357,1,1,5.3
19,6,3,23,28,13,1.79,0.821,1,1,120.0
12,5,3,5,28,9,2.97,0.179,0,1,5.9
20,1,4,21,28,3,2.51,0.75,1,0,27.9
17,1,5,20,28,1,2.25,0.714,0,0,5.0
16,2,4,11,28,12,2.34,0.393,0,0,3.5
21,6,4,11,28,1,1.86,0.393,1,1,6.1
15,3,3,5,28,7,2.93,0.179,1,0,8.0
21,6,2,18,28,1,3.4,0.643,1,1,6.2
18,6,2,8,28,10,1.92,0.286,0,1,2.2
19,2,8,2,28,0,2.44,0.071,1,0,7.3
17,4,3,2,28,5,3.76,0.071,0,0,7.7
19,4,3,7,28,4,3.23,0.25,1,0,7.5
19,4,2,10,28,8,4.01,0.357,1,0,2.9
17,0,4,9,28,14,4.81,0.321,0,0,3.2
22,1,2,0,28,14,3.31,0.0,1,0,2.1
14,0,2,2,28,9,3.48,0.071,1,0,2.1
14,4,2,22,28,10,2.59,0.786,1,0,65.5
22,5,4,0,28,14,2.74,0.0,1,1,7.0
18,5,4,15,28,0,3.56,0.536,0,1,5.0
13,3,4,12,28,10,2.71,0.429,1,0,5.7
14,1,8,24,28,3,3.05,0.857,1,0,56.6
20,5,4,23,28,11,2.27,0.821,1,1,120.0
13,4,3,19,28,11,4.04,0.679,1,0,58.1
21,6,3,20,28,1,1.85,0.714,1,1,5.0
19,4,3,17,28,10,2.45,0.607,1,0,38.7
12,3,6,19,28,10,4.65,0.679,0,0,50.6
17,4,2,12,28,1,2.05,0.429,0,0,5.4
15,6,2,5,28,4,2.15,0.179,1,1,3.4
13,4,3,9,28,9,1.95,0.321,1,0,6.8
22,4,2,20,28,10,4.72,0.714,1,0,50.2
21,4,3,15,28,3,4.67,0.536,1,0,8.7
19,5,3,19,28,0,3.14,0.679,1,1,5.0
12,4,2,12,28,12,4.21,0.429,0,0,4.7
15,4,2,12,28,3,3.76,0.429,1,0,5.1
17,4,10,13,28,11,1.95,0.464,0,0,2.8
17,2,5,6,28,3,3.7,0.214,0,0,6.6
14,5,2,24,28,12,2.33,0.857,1,1,120.0
15,0,5,17,28,10,4.32,0.607,1,0,47.5
19,5,2,14,28,5,3.11,0.5,1,1,16.2
14,0,2,10,28,2,2.3,0.357,1,0,3.1
18,2,4,0,28,9,2.27,0.0,0,0,4.7
13,4,4,22,28,5,2.06,0.786,1,0,41.1
12,6,8,1,28,7,3.66,0.036,0,1,4.0
11,4,3,5,28,5,4.49,0.179,0,0,2.3
17,2,5,2,28,13,3.22,0.071,0,0,4.2
11,2,2,1,28,8,3.89,0.036,0,0,7.6
13,6,4,19,28,8,4.35,0.679,1,1,55.6
17,4,3,12,28,7,4.61,0.429,0,0,5.1
18,4,4,12,28,14,2.06,0.429,0,0,6.2
19,2,3,12,28,8,3.8,0.429,1,0,7.1
11,6,4,3,28,5,3.18,0.107,0,1,3.6
18,2,3,10,28,4,2.05,0.357,0,0,3.4
17,6,4,11,28,7,1.71,0.393,0,1,2.1
13,3,2,20,28,9,3.41,0.714,1,0,44.9
15,0,1,22,28,14,3.56,0.786,1,0,76.1
21,2,4,14,28,4,2.91,0.5,1,0,16.0
14,2,6,21,28,1,3.63,0.75,1,0,12.9
21,6,3,11,28,2,4.43,0.393,1,1,6.8
17,5,3,9,28,6,4.47,0.321,0,1,3.9
20,2,4,2,28,3,3.18,0.071,1,0,7.0
20,1,5,7,28,10,2.84,0.25,1,0,7.0
22,1,2,2,28,1,2.0,0.071,1,0,6.1
16,4,8,2,28,14,3.02,0.071,0,0,5.7
14,4,3,18,28,6,2.17,0.643,1,0,26.5
12,0,2,15,28,0,3.64,0.536,0,0,5.0
11,5,8,18,28,13,2.72,0.643,0,1,81.1
11,2,3,12,28,6,4.81,0.429,0,0,6.1
15,0,4,18,28,6,1.82,0.643,1,0,30.9
13,2,10,3,28,12,2.46,0.107,1,0,6.4
18,2,4,19,28,14,3.3,0.679,0,0,49.0
14,3,4,1,28,0,2.76,0.036,1,0,7.1
16,3,4,2,28,14,4.19,0.071,0,0,3.6
19,6,3,0,28,2,3.95,0.0,1,1,7.8
18,4,2,18,28,11,3.37,0.643,0,0,28.4
15,5,2,6,28,12,4.74,0.214,1,1,6.8
17,4,5,10,28,1,2.51,0.357,0,0,2.2
13,4,2,24,28,6,4.69,0.857,1,0,56.0
11,5,2,21,28,5,4.71,0.75,0,1,30.3
19,1,3,19,28,3,4.1,0.679,1,0,16.7
13,5,3,5,28,2,4.15,0.179,1,1,2.3
11,1,2,19,28,3,4.2,0.679,0,0,5.0
16,3,2,14,28,12,3.55,0.5,0,0,22.8
16,2,6,4,28,12,3.69,0.143,0,0,4.0
11,2,2,21,28,13,4.26,0.75,0,0,47.4
14,2,2,12,28,10,2.22,0.429,1,0,6.7
14,6,5,20,28,2,2.67,0.714,1,1,20.7
18,0,2,1,28,3,3.58,0.036,0,0,6.7
11,3,8,9,28,3,3.53,0.321,0,0,6.2
12,4,5,9,28,7,3.76,0.321,0,0,2.3
20,6,2,22,28,9,3.7,0.786,1,1,69.9
21,5,2,4,28,9,3.67,0.143,1,1,7.8
17,3,6,21,28,8,2.98,0.75,0,0,48.8
19,1,2,0,28,7,3.27,0.0,1,0,4.7
14,5,4,13,28,8,2.8,0.464,1,1,3.6
20,0,3,13,28,2,4.03,0.464,1,0,4.0
16,0,2,12,28,13,1.56,0.429,0,0,2.9
18,2,8,12,28,6,3.47,0.429,0,0,5.9
12,4,4,11,28,12,4.94,0.393,0,0,6.1
18,2,4,9,28,14,3.58,0.321,0,0,6.8
15,2,8,1,28,6,3.0,0.036,1,0,3.6
22,5,2,21,28,8,4.11,0.75,1,1,51.7
18,1,2,23,28,10,1.83,0.821,0,0,54.8
12,6,4,18,28,3,2.58,0.643,0,1,12.8
19,2,4,17,28,1,3.84,0.607,1,0,6.0
17,5,3,6,28,9,4.2,0.214,0,1,3.1
15,5,2,21,28,9,2.94,0.75,1,1,56.4
20,6,5,9,28,6,3.56,0.321,1,1,4.2
22,1,4,6,28,13,3.17,0.214,1,0,4.1
12,6,3,0,28,8,1.91,0.0,0,1,7.7
14,6,3,12,28,6,3.13,0.429,1,1,5.4
16,2,4,4,28,2,3.22,0.143,0,0,4.1
17,5,10,22,28,9,1.74,0.786,0,1,107.2
17,2,4,6,28,1,1.6,0.214,0,0,5.7
15,6,6,15,28,11,2.54,0.536,1,1,62.9
11,6,6,5,28,1,4.46,0.179,0,1,7.5
13,5,2,3,28,5,1.5,0.107,1,1,5.0
13,0,2,3,28,10,3.53,0.107,1,0,5.0
20,5,2,12,28,12,3.92,0.429,1,1,3.6
14,0,3,23,28,9,2.86,0.821,1,0,81.8
21,6,4,5,28,14,2.1,0.179,1,1,2.1
21,3,3,19,28,0,3.26,0.679,1,0,5.0
17,3,4,2,28,8,2.35,0.071,0,0,3.5
18,2,3,5,28,1,2.48,0.179,0,0,5.1
17,1,3,3,28,8,3.81,0.107,0,0,3.3
17,4,2,22,28,0,1.8,0.786,0,0,5.0
16,4,5,4,28,3,4.47,0.143,0,0,4.3
11,1,4,12,28,0,4.51,0.429,0,0,2.9
18,3,4,6,28,6,2.0,0.214,0,0,6.5
11,1,4,13,28,4,4.95,0.464,0,0,2.4
21,4,3,17,28,10,1.86,0.607,1,0,43.6
15,3,4,11,28,7,2.71,0.393,1,0,6.1
14,3,3,24,28,3,3.82,0.857,1,0,33.4
14,5,4,12,28,6,1.67,0.429,1,1,6.5
15,3,2,23,28,9,4.21,0.821,1,0,72.5
13,2,2,11,28,6,3.63,0.393,1,0,7.9
22,4,8,4,28,5,1.53,0.143,1,0,6.4
21,5,6,17,28,12,4.98,0.607,1,1,79.1
20,6,6,11,28,5,4.45,0.393,1,1,7.4
18,5,8,10,28,0,2.16,0.357,0,1,4.5
13,6,2,1,28,7,2.69,0.036,1,1,4.8
11,2,4,15,28,9,1.88,0.536,0,0,25.5
22,6,4,18,28,9,3.12,0.643,1,1,56.6
14,4,4,13,28,3,2.32,0.464,1,0,3.0
21,2,6,24,28,9,2.58,0.857,1,0,120.0
14,3,4,11,28,2,1.88,0.393,1,0,5.9
14,1,2,15,28,8,2.7,0.536,1,0,18.7
12,4,1,11,28,6,3.69,0.393,0,0,5.0
21,2,3,1,28,4,3.12,0.036,1,0,3.7
16,5,2,13,28,13,2.36,0.464,0,1,7.9
12,6,4,0,28,3,3.06,0.0,0,1,7.9
20,2,2,7,28,12,2.94,0.25,1,0,7.6
19,2,3,4,28,9,4.69,0.143,1,0,7.3
12,0,4,0,28,6,3.46,0.0,0,0,2.8
11,3,2,14,28,12,2.11,0.5,0,0,23.0
15,5,2,14,28,14,2.44,0.5,1,1,44.2
21,4,2,8,28,5,3.58,0.286,1,0,3.3
21,6,2,24,28,3,4.37,0.857,1,1,33.4
18,0,6,0,28,13,4.27,0.0,0,0,6.2
17,3,4,15,28,4,3.33,0.536,0,0,11.3
18,6,5,16,28,5,2.91,0.571,0,1,19.5
14,4,4,1,28,4,3.51,0.036,1,0,3.1
18,2,4,18,28,13,3.39,0.643,0,0,49.5
17,1,2,2,28,12,3.4,0.071,0,0,3.0
14,6,2,14,28,5,3.0,0.5,1,1,13.4
21,4,3,2,28,6,3.43,0.071,1,0,6.3
16,4,3,2,28,11,2.68,0.071,0,0,4.0
